1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical
1.1603924224,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,1.55494420263,Y,Norm,Norm,SBrkr
-0.62300348008,-0.785025043887,-0.103330530851,None,3,1Fam,3,2,0.269790081138,2.97863903711,4,3,0,1,3,-0.662461202169,Y,Norm,Norm,SBrkr
1.35625882437,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,1.09626441498,-0.358020298369,6,1,1,0,5,0.15095592636,Y,Norm,Norm,SBrkr
1.1603924224,-0.785025043887,-0.103330530851,None,2,1Fam,3,4,1.12313943165,-0.358020298369,4,1,1,0,3,-0.564480556534,Y,Norm,Norm,SBrkr
-2.31274560102,-0.785025043887,-0.103330530851,None,1,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.217358819972,N,Feedr,RRNn,SBrkr
-1.63142214365,0.773435846683,-0.103330530851,Pave,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.446363014913,N,Feedr,Norm,SBrkr
0.338808022503,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,1.2140044307,Y,Norm,Norm,SBrkr
0.353920060889,-0.785025043887,-0.103330530851,None,3,1Fam,3,3,-1.37997484383,-0.358020298369,1,1,0,0,5,1.22055764433,Y,Norm,Norm,SBrkr
1.34894687392,-0.785025043887,-0.103330530851,None,4,1Fam,3,1,0.996080061139,-0.358020298369,3,1,0,1,3,-0.0777627872529,Y,Norm,Norm,SBrkr
1.08367688412,-0.785025043887,-0.103330530851,None,2,TwnhsE,3,1,1.06534476025,-0.358020298369,6,1,1,0,5,-0.0136909669818,Y,Norm,Norm,SBrkr
0.0865441159124,2.29456833269,-0.103330530851,None,4,1Fam,3,3,-1.37997484383,-0.358020298369,1,1,0,0,5,1.08882518323,Y,Norm,Norm,SBrkr
-0.0107269820599,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,1.06542145479,Y,Norm,Norm,SBrkr
0.508347758529,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,1.09393638471,-0.358020298369,3,1,0,1,3,-1.11917118362,Y,Norm,Norm,SBrkr
-0.125725452157,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.818079934112,-0.358020298369,6,1,1,0,3,-0.2105614957,Y,Norm,Norm,SBrkr
0.140800481141,-0.785025043887,-0.103330530851,None,2,Duplex,0,0,-1.37997484383,-0.358020298369,0,0,0,0,0,-2.30874808668,N,Norm,Norm,FuseP
0.572271739758,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.751497101749,-0.358020298369,3,1,0,0,3,0.0667427814189,Y,Norm,Norm,SBrkr
0.581632123518,-0.785025043887,-0.103330530851,None,2,1Fam,3,4,0.96786922723,-0.358020298369,4,1,0,1,3,-0.0707545049394,Y,Norm,Norm,SBrkr
-0.678423162933,-0.785025043887,-0.103330530851,None,2,1Fam,3,3,0.829447036145,1.77220012119,5,2,1,0,4,-2.30874808668,Y,Norm,Norm,SBrkr
-0.495191950431,-0.785025043887,-0.103330530851,None,3,1Fam,3,3,0.349985968535,2.98709923046,2,4,1,0,4,-0.713053414235,Y,Norm,Norm,SBrkr
0.135416944148,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.154105696356,3.01204855895,5,4,1,0,3,0.108423938241,Y,Norm,Norm,FuseA
1.44270130578,-0.785025043887,-0.103330530851,None,2,TwnhsE,3,1,0.579355821014,-0.358020298369,6,1,1,0,5,1.28709352559,Y,Norm,Norm,SBrkr
0.996863496908,0.687113911128,-0.103330530851,None,1,1Fam,3,1,1.15539453251,-0.358020298369,6,1,1,0,5,-1.12540487694,Y,Norm,Norm,SBrkr
1.26737272996,-0.785025043887,-0.103330530851,None,3,1Fam,3,3,-0.572510133819,-0.358020298369,6,1,0,0,4,1.61577150421,Y,Norm,Norm,SBrkr
-1.24387832141,0.885421060377,-0.103330530851,None,2,2fmCon,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.584510993042,Y,Norm,Norm,SBrkr
-0.439662608795,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.840609309062,-0.358020298369,4,1,1,0,3,-0.617817137516,Y,Norm,Norm,SBrkr
-1.00992911233,0.792100048966,-0.103330530851,None,3,1Fam,3,3,0.16114366501,-0.358020298369,6,1,0,1,4,0.383957170413,Y,Norm,Norm,SBrkr
-0.925585323734,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.702467485609,Y,Norm,Norm,SBrkr
-0.925585323734,-0.785025043887,-0.103330530851,None,2,Duplex,3,4,-0.0660866873862,3.30333378248,2,6,1,0,4,-2.30874808668,N,RRNn,Norm,SBrkr
1.59864421058,-0.785025043887,-0.103330530851,None,0,1Fam,3,4,1.3273379499,-0.358020298369,6,1,2,0,5,-1.54430679915,Y,Norm,Norm,SBrkr
0.655526374393,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.496582387205,-0.358020298369,5,1,0,0,3,-2.30874808668,Y,Norm,Norm,SBrkr
0.800470490733,-0.785025043887,16.0578175154,None,3,1Fam,3,1,0.614639775032,-0.358020298369,4,1,0,0,3,0.86476660902,Y,Norm,Norm,SBrkr
-0.3502992929,0.978742071788,-0.103330530851,Pave,3,Twnhs,3,1,0.756275127577,-0.358020298369,6,1,1,0,4,-0.223559738096,Y,Norm,Norm,SBrkr
-0.763440919182,1.22137670146,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,0.764163963,Y,Norm,Norm,SBrkr
0.802648935294,2.75884036446,-0.103330530851,None,3,1Fam,3,4,-1.37997484383,-0.358020298369,1,1,0,0,5,1.40422941162,Y,Norm,Norm,SBrkr
-1.06481413987,-0.785025043887,-0.103330530851,None,2,1Fam,3,3,0.742638242559,-0.358020298369,5,1,0,0,3,-0.791796681308,Y,Norm,Norm,SBrkr
0.15689579715,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.952997719226,-0.358020298369,5,1,1,0,4,-0.530298702179,Y,RRAe,Norm,SBrkr
-1.97193582168,0.451478357314,-0.103330530851,None,3,1Fam,2,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.236350608084,N,Norm,Norm,SBrkr
0.678265893239,-0.785025043887,-0.103330530851,None,2,TwnhsE,4,2,-0.572510133819,-0.358020298369,6,1,0,0,4,1.33926065018,Y,Norm,Norm,SBrkr
-0.616144630925,1.10005938662,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.320841511544,Y,RRAn,Feedr,SBrkr
-0.125725452157,1.49434065984,-0.103330530851,None,3,1Fam,3,1,0.823789599283,-0.358020298369,6,1,1,0,4,-0.231421761066,Y,Norm,Norm,SBrkr
0.116501360235,2.31789858554,-0.103330530851,None,4,1Fam,3,3,-1.37997484383,-0.358020298369,1,1,0,0,5,1.11884669009,Y,Norm,Norm,SBrkr
2.16210440373,-0.785025043887,-0.103330530851,None,3,1Fam,3,4,0.935992884211,-0.358020298369,6,1,1,0,4,0.991059646592,Y,PosA,Norm,SBrkr
0.915995390882,-0.785025043887,-0.103330530851,None,3,1Fam,3,3,0.993368041368,-0.358020298369,6,1,1,0,4,0.0561333724548,Y,Norm,Norm,SBrkr
-1.19813933153,-0.785025043887,-0.103330530851,None,2,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.601208199698,Y,Artery,Norm,SBrkr
0.52504615981,1.50833881155,-0.103330530851,None,3,1Fam,3,1,0.718639678561,-0.358020298369,4,1,0,0,3,0.530280502115,Y,Norm,Norm,SBrkr
2.1846407411,-0.785025043887,-0.103330530851,None,3,1Fam,3,4,1.35020475312,-0.358020298369,5,1,1,0,4,-0.167310292117,Y,Norm,Norm,SBrkr
-0.817776752669,-0.785025043887,-0.103330530851,None,2,1Fam,3,1,0.685664689266,-0.358020298369,5,1,1,0,3,-0.335453589821,Y,Norm,Norm,SBrkr
-0.674930481959,1.15838501876,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,0.725146897644,Y,Norm,Norm,SBrkr
-0.0419327317797,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.411100621503,2.74071829056,5,4,1,0,3,-0.022665773096,Y,Norm,Norm,SBrkr
-0.836100849319,0.999739299356,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,2,0.736380519159,N,Norm,Norm,SBrkr
-2.27751715362,0.292832637915,-0.103330530851,None,2,Twnhs,3,4,0.585741033714,-0.358020298369,6,1,1,0,4,-2.30874808668,Y,Norm,Norm,SBrkr
-0.449390506304,-0.785025043887,-0.103330530851,None,2,1Fam,3,1,0.258364746451,-0.358020298369,5,1,0,0,3,0.566110063757,Y,Norm,Norm,FuseA
-0.0821044179559,-0.288090658121,-0.103330530851,None,2,1Fam,3,1,0.433743634697,1.28149268652,4,6,1,0,3,-0.293356843444,Y,Norm,Norm,SBrkr
1.47099545998,-0.785025043887,-0.103330530851,None,4,Duplex,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,1.73624869163,N,Norm,Norm,SBrkr
-1.47869551708,0.493472812449,-0.103330530851,Grvl,2,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.0561333724548,Y,Norm,Norm,SBrkr
0.220462611049,1.45467922999,-0.103330530851,None,4,1Fam,3,1,0.57073042936,-0.358020298369,3,1,0,0,4,0.0730713607191,Y,Norm,Norm,SBrkr
0.602591414948,-0.785025043887,-0.103330530851,None,2,TwnhsE,4,1,1.08831568228,-0.358020298369,6,1,1,0,5,-1.50006129471,Y,Norm,Norm,SBrkr
1.08765691295,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,-0.472985209019,-0.358020298369,6,1,0,0,4,1.5210614147,Y,Norm,Norm,SBrkr
-0.102385267306,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,1.02739211282,Y,Norm,Norm,SBrkr
-0.971308243802,0.778101897254,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,-0.0684263221054,Y,Norm,Norm,SBrkr
0.517900586631,1.81863117449,-0.103330530851,None,4,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,1.27862610243,Y,Norm,Norm,SBrkr
-1.46967564637,1.25870510602,-0.103330530851,None,3,1Fam,3,3,-1.37997484383,-0.358020298369,1,1,0,0,4,0.503304352798,Y,Norm,Norm,SBrkr
-1.81206886475,0.642786430707,-0.103330530851,Pave,2,TwnhsE,3,3,-1.37997484383,-0.358020298369,1,1,0,0,4,0.383957170413,Y,Norm,Norm,SBrkr
-0.257304393969,-0.785025043887,-0.103330530851,None,2,1Fam,2,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.963978896802,N,Feedr,Feedr,SBrkr
-0.328351863989,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.705839860179,-0.358020298369,6,1,1,0,4,-0.0271747930705,Y,Norm,Norm,SBrkr
-0.175908982483,-0.785025043887,-0.103330530851,None,2,1Fam,0,0,-1.37997484383,-0.358020298369,0,0,0,0,0,-2.30874808668,Y,Norm,Norm,FuseA
0.356431665397,-0.785025043887,-0.103330530851,None,2,1Fam,3,1,0.716101501582,-0.358020298369,3,1,0,0,3,0.423028451523,Y,Norm,Norm,SBrkr
-0.410659216497,-0.785025043887,-0.103330530851,Grvl,2,1Fam,3,1,0.805036677911,-0.358020298369,5,1,1,0,4,-0.729130250129,Y,Norm,Norm,SBrkr
0.41857652272,1.62032402524,-0.103330530851,None,4,2fmCon,2,2,1.01106162329,-0.358020298369,3,1,0,1,3,-0.709073164516,N,Norm,Norm,SBrkr
-0.60588450445,1.27037023245,-0.103330530851,None,3,1Fam,3,1,0.755481400457,-0.358020298369,6,1,1,0,4,-0.677769072975,Y,Norm,Norm,SBrkr
-1.48774157417,1.05806493149,-0.103330530851,None,3,1Fam,4,1,0.396456682433,-0.358020298369,5,1,0,0,4,-0.10138612203,Y,Norm,Norm,SBrkr
1.13698650132,-0.785025043887,-0.103330530851,None,3,1Fam,3,3,1.06971289501,-0.358020298369,5,1,0,0,4,0.0260047355233,Y,Norm,Norm,SBrkr
-0.423516408663,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.644087843246,-0.358020298369,3,1,1,0,3,0.0561333724548,Y,Norm,Norm,FuseF
-0.854533117839,-0.785025043887,-0.103330530851,None,2,1Fam,3,1,-0.0513809438891,-0.358020298369,5,1,0,0,3,-0.149904857793,N,Norm,Norm,SBrkr
0.331224591588,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.689222876124,-0.358020298369,5,1,1,0,3,-0.0754227204474,Y,Norm,Norm,SBrkr
1.17976506425,-0.785025043887,-0.103330530851,None,3,1Fam,3,2,1.08784514044,-0.358020298369,5,1,1,0,3,-0.00922494839889,Y,Norm,Norm,SBrkr
-0.369234751139,0.976409046503,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,0.592120572406,Y,Norm,Norm,SBrkr
1.03147237198,-0.785025043887,-0.103330530851,None,4,Duplex,0,0,-1.37997484383,-0.358020298369,0,0,0,0,0,-2.30874808668,Y,Norm,Norm,SBrkr
0.333754441168,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,1.21181540589,Y,Norm,Norm,SBrkr
0.333754441168,0.596125925002,-0.103330530851,None,4,1Fam,3,1,0.250605665505,-0.358020298369,2,1,0,0,3,0.702467485609,Y,Norm,Norm,FuseF
-0.137461146146,1.405685699,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,5,1.01293989508,Y,Norm,Norm,SBrkr
-0.155147620808,-0.785025043887,-0.103330530851,Grvl,2,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,2,0.433069451796,Y,Norm,Norm,SBrkr
-1.02942027284,-0.785025043887,-0.103330530851,None,2,1Fam,3,1,-0.0660866873862,2.17288165187,5,4,0,0,3,0.209695765075,Y,Norm,Norm,SBrkr
-0.30655737857,0.428148104461,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.669354325301,N,Artery,Norm,FuseF
1.60202332022,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.799149767354,-0.358020298369,4,1,0,0,4,1.11425706895,Y,Norm,Norm,SBrkr
0.308363579092,0.70577811341,-0.103330530851,None,4,1Fam,2,1,0.56636864381,-0.358020298369,3,1,0,0,3,0.27364794949,Y,Norm,Norm,SBrkr
-1.08863509234,0.74543954326,-0.103330530851,None,3,1Fam,3,1,0.299088319287,-0.358020298369,6,1,0,0,4,-0.854102558532,Y,Norm,Norm,SBrkr
0.472263216345,2.51387270951,-0.103330530851,None,4,1Fam,3,3,0.977410351873,-0.358020298369,6,1,1,0,5,-0.335453589821,Y,Norm,Norm,SBrkr
2.2347661575,-0.785025043887,-0.103330530851,None,3,1Fam,3,2,-0.453973176909,3.48036004482,5,3,1,0,4,0.825177779262,Y,Norm,Norm,SBrkr
0.824350632695,1.2773693083,-0.103330530851,None,3,1Fam,3,1,0.84816866167,2.08985906141,5,2,1,0,3,-1.00340727629,Y,Norm,Norm,SBrkr
-1.2733381844,0.915750389086,-0.103330530851,Pave,2,TwnhsE,3,1,0.538326555217,-0.358020298369,6,1,0,0,4,-0.252624903017,Y,Norm,Norm,SBrkr
-0.0248728644089,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.132376420938,3.25037218466,2,4,0,1,3,-0.418121879485,Y,Norm,Norm,SBrkr
0.0673301246344,-0.785025043887,-0.103330530851,None,2,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,1.09811046723,Y,Norm,Norm,SBrkr
1.34711622656,2.7681724656,-0.103330530851,None,5,1Fam,3,2,1.20424672381,-0.358020298369,6,1,1,0,4,-0.578452383258,Y,Norm,Norm,SBrkr
-1.27756955025,0.9134173638,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,0.572265555981,Y,Norm,Norm,SBrkr
-0.334606857326,-0.785025043887,5.05870692862,None,1,1Fam,3,4,0.95125939814,-0.358020298369,5,1,1,0,3,-2.30874808668,Y,Norm,Norm,SBrkr
-1.09661599907,0.0338668312482,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.578399133418,Y,Norm,Norm,SBrkr
-0.0590860800788,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.69010910566,-0.358020298369,4,1,0,0,3,0.198128586433,Y,Norm,Norm,SBrkr
0.2647213082,-0.785025043887,-0.103330530851,None,2,TwnhsE,3,1,0.381406886392,-0.358020298369,6,1,0,0,4,0.817158143484,Y,Norm,Norm,SBrkr
1.13306850871,-0.785025043887,-0.103330530851,None,3,1Fam,2,1,-1.37997484383,-0.358020298369,1,1,0,0,4,1.35568778124,Y,Norm,Norm,SBrkr
-2.31274560102,-0.785025043887,-0.103330530851,None,2,2fmCon,3,3,0.614639775032,-0.358020298369,6,1,1,0,3,-1.56774681629,N,Norm,Norm,SBrkr
-0.42996488607,-0.785025043887,-0.103330530851,None,2,TwnhsE,3,1,-0.00986052717048,-0.358020298369,5,1,0,0,4,0.89456291021,Y,Norm,Norm,SBrkr
-0.836100849319,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,-0.0232956197263,-0.358020298369,2,1,0,0,3,0.284665162721,Y,Feedr,Norm,SBrkr
-1.57967679607,0.820096352389,-0.103330530851,None,3,1Fam,3,1,0.636378927963,-0.358020298369,4,1,0,0,3,-0.791796681308,Y,PosN,Norm,SBrkr
-0.137461146146,-0.785025043887,7.0441059515,None,3,1Fam,3,1,0.687446445077,1.0750418021,3,4,0,1,3,-0.00255233002403,Y,Norm,Norm,FuseA
0.308363579092,1.41035174957,-0.103330530851,None,4,1Fam,3,1,0.56746220484,-0.358020298369,3,1,0,0,3,0.136913441242,Y,Norm,Norm,SBrkr
-0.229936623234,1.62265705053,-0.103330530851,None,3,1Fam,3,1,0.791710864117,-0.358020298369,6,1,1,0,4,-0.287849543135,Y,Norm,Norm,SBrkr
0.579294644991,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.521997290569,-0.358020298369,3,1,1,0,3,0.461191762796,Y,Norm,Norm,SBrkr
0.505954997751,-0.785025043887,-0.103330530851,None,2,1Fam,3,1,0.989005073258,-0.358020298369,6,1,1,0,5,-0.387944888936,Y,Norm,Norm,SBrkr
1.38714632133,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.69010910566,-0.358020298369,3,1,0,0,3,0.806411053056,Y,Norm,Norm,SBrkr
1.31583103683,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,1.29552706839,Y,Norm,Norm,SBrkr
0.303260628002,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.791710864117,-0.358020298369,4,1,0,0,3,0.215446651426,Y,Norm,Norm,SBrkr
1.79046296846,-0.785025043887,-0.103330530851,None,5,Duplex,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,1.85331286744,Y,Norm,Norm,SBrkr
-0.28491370923,1.19338039803,-0.103330530851,None,3,1Fam,3,2,0.771162157973,-0.358020298369,6,1,0,0,4,-0.184947494251,Y,Norm,Norm,SBrkr
-0.528323079173,1.16538409461,-0.103330530851,None,3,1Fam,3,1,0.879474564291,-0.358020298369,6,1,1,0,4,-0.987317167307,Y,Norm,Norm,SBrkr
-0.749109618026,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.5530802925,-0.358020298369,5,1,0,0,3,0.0389944650483,Y,Norm,Norm,SBrkr
1.41056315826,-0.785025043887,-0.103330530851,None,3,1Fam,3,3,1.13333102715,-0.358020298369,6,1,1,0,4,0.0432983599623,Y,Norm,Norm,SBrkr
-0.588858805313,0.323161966623,-0.103330530851,None,4,1Fam,3,1,0.631508806603,-0.358020298369,3,1,0,0,3,-0.0249184694283,Y,Artery,Norm,SBrkr
0.961869023105,-0.785025043887,-0.103330530851,None,3,1Fam,3,4,0.779617458077,-0.358020298369,6,1,1,0,4,0.69532102337,Y,Norm,Norm,SBrkr
1.39977704883,-0.785025043887,-0.103330530851,None,6,Duplex,3,1,1.14725882017,-0.358020298369,3,1,1,0,3,-0.0407897476873,Y,RRAe,Norm,SBrkr
-0.39147201797,0.939080641938,-0.103330530851,None,3,Twnhs,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,0.909924673499,Y,Norm,Norm,SBrkr
-0.71003427106,-0.785025043887,-0.103330530851,None,2,1Fam,3,1,0.220423546387,-0.358020298369,4,1,1,0,3,0.190368005962,Y,Norm,Norm,FuseA
-0.678423162933,1.90028705948,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,0.796955836307,Y,Norm,Norm,SBrkr
-0.0590860800788,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.780380343972,-0.358020298369,6,1,1,0,4,-0.0316983818353,Y,Norm,Norm,SBrkr
-0.636766513204,0.260170283921,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,0.813135289278,Y,Norm,Norm,FuseA
-0.394661719204,-0.785025043887,-0.103330530851,None,3,1Fam,3,3,0.807229821147,-0.358020298369,4,1,0,0,3,-0.415069670962,Y,Norm,Norm,SBrkr
1.36719496926,-0.785025043887,-0.103330530851,None,2,1Fam,3,4,1.17593620467,-0.358020298369,6,1,1,0,5,-0.252624903017,Y,Norm,Norm,SBrkr
-0.0107269820599,1.30536561173,-0.103330530851,None,4,1Fam,3,1,0.534866802906,-0.358020298369,3,1,0,0,3,-0.0114561876201,Y,Norm,Norm,SBrkr
0.398823886798,-0.785025043887,-0.103330530851,None,1,1Fam,3,4,0.54970934193,3.67964486648,4,5,1,0,4,-1.06510153373,Y,Norm,Norm,SBrkr
0.267305394627,-0.785025043887,-0.103330530851,None,4,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,1.18314461461,Y,Norm,Norm,FuseA
-2.01993018693,0.437480205602,-0.103330530851,None,2,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.313672217275,N,Artery,Norm,FuseF
-0.175908982483,-0.785025043887,-0.103330530851,None,2,1Fam,0,0,-1.37997484383,-0.358020298369,0,0,0,0,0,-2.30874808668,Y,Norm,Norm,FuseF
-1.08863509234,2.00060714674,-0.103330530851,None,4,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,5,0.641526507924,Y,Norm,Norm,SBrkr
